filename,0,File-bits,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation
./bin/dacapo-native-image:sunflow-graalvm-linux-x64-O3/dacapo-native-image:sunflow-graalvm-linux-x64-O3,1,299132992,0.883523,46986935.364030,0.301835,3.891597,0.200250
./bin/dacapo-native-image:sunflow-graalvm-linux-x64-Os/dacapo-native-image:sunflow-graalvm-linux-x64-Os,1,164263104,0.924161,16965061.326179,0.339314,3.900921,0.151867
./bin/dacapo-native-image:sunflow-graalvm-linux-x64-prof/dacapo-native-image:sunflow-graalvm-linux-x64-prof,1,364885504,0.873690,62005041.489102,0.293887,3.901036,0.193635
./bin/dacapo-native-image:xalan-graalvm-linux-x64-debug/dacapo-native-image:xalan-graalvm-linux-x64-debug,1,260492672,0.913897,30469799.923526,0.328996,3.900919,0.159125
./bin/dacapo-native-image:xalan-graalvm-linux-x64-O0/dacapo-native-image:xalan-graalvm-linux-x64-O0,1,260501824,0.914093,30402941.601691,0.329186,3.901610,0.158205
./bin/dacapo-native-image:xalan-graalvm-linux-x64-O1/dacapo-native-image:xalan-graalvm-linux-x64-O1,1,194518272,0.923399,20288063.931693,0.338523,3.902455,0.153733
./bin/dacapo-native-image:xalan-graalvm-linux-x64-O2/dacapo-native-image:xalan-graalvm-linux-x64-O2,1,252345152,0.901135,33787727.433569,0.317042,3.900243,0.180101
./bin/dacapo-native-image:xalan-graalvm-linux-x64-O3/dacapo-native-image:xalan-graalvm-linux-x64-O3,1,340500160,0.887095,51889465.584173,0.304813,3.893306,0.197050
./bin/dacapo-native-image:xalan-graalvm-linux-x64-Os/dacapo-native-image:xalan-graalvm-linux-x64-Os,1,182901184,0.930775,17269689.159466,0.346360,3.902713,0.151602
./bin/dacapo-native-image:xalan-graalvm-linux-x64-prof/dacapo-native-image:xalan-graalvm-linux-x64-prof,1,401255360,0.877511,66184288.540608,0.296934,3.906165,0.192127
./bin/embedded-js-graalvm-linux-x64-debug/embedded-js-graalvm-linux-x64-debug,1,1901641600,0.892008,277514521.771712,0.308993,3.894571,0.185560
./bin/embedded-js-graalvm-linux-x64-O0/embedded-js-graalvm-linux-x64-O0,1,1137724352,0.916951,128453385.373286,0.331994,3.534154,0.220038
./bin/embedded-js-graalvm-linux-x64-O1/embedded-js-graalvm-linux-x64-O1,1,984632256,0.928511,95958718.274944,0.343910,3.469531,0.232389
./bin/embedded-js-graalvm-linux-x64-O2/embedded-js-graalvm-linux-x64-O2,1,1187007424,0.936724,102591631.028963,0.353006,3.433655,0.222349
./bin/embedded-js-graalvm-linux-x64-O3/embedded-js-graalvm-linux-x64-O3,1,1485851584,0.942349,117161442.217424,0.359598,3.397261,0.228052
./bin/embedded-js-graalvm-linux-x64-Os/embedded-js-graalvm-linux-x64-Os,1,868240320,0.927015,86355654.852168,0.342313,3.517558,0.233295
./bin/embedded-js-graalvm-linux-x64-prof/embedded-js-graalvm-linux-x64-prof,1,2201581824,0.880300,355107806.205136,0.299191,3.898537,0.193095
./bin/fork-join-pool-graalvm-linux-x64-debug/fork-join-pool-graalvm-linux-x64-debug,1,69104000,0.911147,8335742.076813,0.326344,3.905234,0.165592
./bin/fork-join-pool-graalvm-linux-x64-O0/fork-join-pool-graalvm-linux-x64-O0,1,50874752,0.872884,8698598.559037,0.293251,3.618821,0.276457
./bin/fork-join-pool-graalvm-linux-x64-O1/fork-join-pool-graalvm-linux-x64-O1,1,46156160,0.872259,7929404.778659,0.292759,3.606721,0.304118
./bin/fork-join-pool-graalvm-linux-x64-O2/fork-join-pool-graalvm-linux-x64-O2,1,56641920,0.898065,7813805.476382,0.314291,3.533053,0.276185
./bin/fork-join-pool-graalvm-linux-x64-O3/fork-join-pool-graalvm-linux-x64-O3,1,70273408,0.912905,8312633.602642,0.328034,3.478939,0.285106
./bin/fork-join-pool-graalvm-linux-x64-Os/fork-join-pool-graalvm-linux-x64-Os,1,41961856,0.856745,8053626.861134,0.280952,3.671180,0.300844
./bin/fork-join-pool-graalvm-linux-x64-prof/fork-join-pool-graalvm-linux-x64-prof,1,102407744,0.871570,17685007.658421,0.292219,3.911919,0.194629
./bin/fork-join-pool-isolate-graalvm-linux-x64-debug/fork-join-pool-isolate-graalvm-linux-x64-debug,1,69270336,0.911297,8342051.261632,0.326487,3.906542,0.165855
./bin/fork-join-pool-isolate-graalvm-linux-x64-O0/fork-join-pool-isolate-graalvm-linux-x64-O0,1,50874752,0.873023,8689398.179951,0.293360,3.604536,0.274732
./bin/fork-join-pool-isolate-graalvm-linux-x64-O1/fork-join-pool-isolate-graalvm-linux-x64-O1,1,46156160,0.870939,8008718.410795,0.291725,3.602927,0.299035
./bin/fork-join-pool-isolate-graalvm-linux-x64-O2/fork-join-pool-isolate-graalvm-linux-x64-O2,1,57166208,0.892828,8280783.178454,0.309701,3.543011,0.279673
./bin/fork-join-pool-isolate-graalvm-linux-x64-O3/fork-join-pool-isolate-graalvm-linux-x64-O3,1,70273408,0.916687,7958881.332105,0.331732,3.471674,0.287169
./bin/fork-join-pool-isolate-graalvm-linux-x64-Os/fork-join-pool-isolate-graalvm-linux-x64-Os,1,41961856,0.860711,7838322.943477,0.283900,3.671354,0.306836
./bin/fork-join-pool-isolate-graalvm-linux-x64-prof/fork-join-pool-isolate-graalvm-linux-x64-prof,1,102716992,0.871385,17763211.930907,0.292074,3.909293,0.193872
./bin/grpc-dotnet-linux-x64-debug/grpc.dbg,1,452244160,0.965147,21674448.796234,0.390539,3.878283,0.155372
./bin/grpc-dotnet-linux-x64-release/grpc,1,137124736,0.972829,5132502.429712,0.403267,3.354886,0.177713
./bin/grpc-dotnet-linux-x64-static/grpc,1,814632624,0.940972,65747819.681831,0.357954,3.596278,0.162220
./bin/hello-isolate-graalvm-linux-x64-debug/hello-isolate-graalvm-linux-x64-debug,1,69127168,0.911329,8321807.077785,0.326518,3.905915,0.165170
./bin/hello-isolate-graalvm-linux-x64-O0/hello-isolate-graalvm-linux-x64-O0,1,50874752,0.873237,8675200.399798,0.293529,3.613522,0.274709
./bin/hello-isolate-graalvm-linux-x64-O1/hello-isolate-graalvm-linux-x64-O1,1,46156160,0.870721,8021826.753073,0.291555,3.607565,0.298362
./bin/hello-isolate-graalvm-linux-x64-O2/hello-isolate-graalvm-linux-x64-O2,1,57166208,0.893343,8242027.469650,0.310147,3.534810,0.285656
./bin/hello-isolate-graalvm-linux-x64-O3/hello-isolate-graalvm-linux-x64-O3,1,70273408,0.911841,8412036.731591,0.327008,3.479322,0.283704
./bin/hello-isolate-graalvm-linux-x64-Os/hello-isolate-graalvm-linux-x64-Os,1,41961856,0.861423,7799631.904694,0.284434,3.661448,0.311027
./bin/hello-isolate-graalvm-linux-x64-prof/hello-isolate-graalvm-linux-x64-prof,1,102516608,0.871255,17745836.088110,0.291972,3.910994,0.194252
./bin/hello-world-clang-linux-x64-debug/hello-world-clang-linux-x64-debug,1,137216,0.371148,100822.530900,0.071406,3.970609,0.440449
./bin/hello-world-clang-linux-x64-O0/hello-world-clang-linux-x64-O0,1,127936,0.331121,98655.763163,0.060929,3.969981,0.456562
./bin/hello-world-clang-linux-x64-O1/hello-world-clang-linux-x64-O1,1,127936,0.328277,98979.184123,0.060210,3.968480,0.456570
